structure,last phdos peak,sg_symbol,sg_number
"Full Formula (Na4 Cd1 P2)
Reduced Formula: Na4CdP2
abc   :   9.079841   9.079841   9.079841
angles:  32.196829  32.196829  32.196829
Sites (7)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Na    0.79309   0.79309   0.79309          1
  1  Na    0.593105  0.593105  0.593105         1
  2  Na    0.20691   0.20691   0.20691          1
  3  Na    0.406894  0.406894  0.406894         1
  4  P     0.093902  0.093902  0.093902         1
  5  P     0.906098  0.906098  0.906098         1
  6  Cd    0         0         0                1",353.58575097957976,R-3m,166
"Full Formula (K4 Hg1 P2)
Reduced Formula: K4HgP2
abc   :   9.690398   9.690398   9.690398
angles:  34.238047  34.238046  34.238046
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.088624  0.088624  0.088624
  1  P     0.911376  0.911376  0.911376
  2  K     0.207461  0.207461  0.207461
  3  K     0.792539  0.792539  0.792539
  4  K     0.391306  0.391306  0.391306
  5  K     0.608694  0.608694  0.608694
  6  Hg    0         0         0",324.58575328223185,R-3m,166
"Full Formula (K2 Li2 Se2)
Reduced Formula: KLiSe
abc   :   4.529676   4.529676   7.314862
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  Li    0.25  0.75  0
  1  Li    0.75  0.25  0
  2  K     0.25  0.25  0.661844
  3  K     0.75  0.75  0.338156
  4  Se    0.25  0.25  0.192204
  5  Se    0.75  0.75  0.807796",366.5857499473565,P4/nmm,129
"Full Formula (Cs4 Zr2 O6)
Reduced Formula: Cs2ZrO3
abc   :   6.024382   6.952909   6.952909
angles: 111.425225  90.000000  90.000000
Sites (12)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  O     0.75  0.668587  0.668587
  1  O     0.25  0.331413  0.331413
  2  O     0.5   0.117855  0.882145
  3  O     0     0.117855  0.882145
  4  O     0.5   0.882145  0.117855
  5  O     0     0.882145  0.117855
  6  Zr    0.25  0.083148  0.083148
  7  Zr    0.75  0.916852  0.916852
  8  Cs    0.25  0.808679  0.483
  9  Cs    0.75  0.191321  0.517
 10  Cs    0.75  0.517     0.191321
 11  Cs    0.25  0.483     0.808679",693.5857239829703,Cmcm,63
"Full Formula (Ca4 As2 O1)
Reduced Formula: Ca4As2O
abc   :   4.566552   4.566552   8.394599
angles: 105.782923 105.782923  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.5       0.5       0
  1  Ca    0.671692  0.671692  0.343384
  2  Ca    0.328308  0.328308  0.656616
  3  Ca    0.5       0         0
  4  Ca    0         0.5       0
  5  As    0.862826  0.862826  0.725653
  6  As    0.137174  0.137174  0.274347",474.58574137196274,I4/mmm,139
"Full Formula (Rb2 Ge1 F6)
Reduced Formula: Rb2GeF6
abc   :   6.173072   6.173072   6.173072
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  F     0.210427  0.789573  0.789573
  1  F     0.210427  0.789573  0.210427
  2  F     0.789573  0.210427  0.789573
  3  F     0.789573  0.210427  0.210427
  4  F     0.789573  0.789573  0.210427
  5  F     0.210427  0.210427  0.789573
  6  Ge    0         0         0
  7  Rb    0.25      0.25      0.25
  8  Rb    0.75      0.75      0.75",603.5857311291314,Fm-3m,225
"Full Formula (Ca2 Zn1 N2)
Reduced Formula: Ca2ZnN2
abc   :   3.600135   3.600135   6.807623
angles: 105.332454 105.332454  90.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  N     0.853699  0.853699  0.707399
  1  N     0.146301  0.146301  0.292601
  2  Ca    0.663449  0.663449  0.326898
  3  Ca    0.336551  0.336551  0.673102
  4  Zn    0         0         0",673.585725571006,I4/mmm,139
"Full Formula (Na1 Rh1 O2)
Reduced Formula: NaRhO2
abc   :   5.491188   5.491188   5.491188
angles:  33.568748  33.568748  33.568748
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.767097  0.767097  0.767097
  1  O     0.232903  0.232903  0.232903
  2  Na    0         0         0
  3  Rh    0.5       0.5       0.5",566.5857340669977,R-3m,166
"Full Formula (Cs4 As4 Pd2)
Reduced Formula: Cs2As2Pd
abc   :   6.478761   7.190282   8.462888
angles: 115.138797  90.000000  90.000000
Sites (10)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  As    0.75  0.269295  0.20057
  1  As    0.25  0.730705  0.79943
  2  As    0.25  0.068725  0.79943
  3  As    0.75  0.931275  0.20057
  4  Pd    0     0         0
  5  Pd    0.5   0         0
  6  Cs    0.25  0.207793  0.415587
  7  Cs    0.75  0.792207  0.584413
  8  Cs    0.25  0.583963  0.167925
  9  Cs    0.75  0.416037  0.832075",284.58575645830336,Cmcm,63
"Full Formula (Ga4 O6)
Reduced Formula: Ga2O3
abc   :   3.082969   5.876153   6.414205
angles: 103.275123 103.905635  90.000000
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.495897  0.256491  0.991795
  1  O     0.504103  0.743509  0.008205
  2  O     0.173598  0.564294  0.347196
  3  O     0.826402  0.435706  0.652804
  4  O     0.836497  0.891047  0.672994
  5  O     0.163503  0.108953  0.327006
  6  Ga    0.65841   0.314082  0.31682
  7  Ga    0.34159   0.685918  0.68318
  8  Ga    0.089878  0.794761  0.179756
  9  Ga    0.910122  0.205239  0.820244",716.5857221567288,C2/m,12
"Full Formula (Rb2 Mg1 F4)
Reduced Formula: Rb2MgF4
abc   :   4.129425   4.129425   7.593376
angles: 105.777936 105.777936  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  F     0.5       0         0
  1  F     0         0.5       0
  2  F     0.855364  0.855364  0.710729
  3  F     0.144636  0.144636  0.289271
  4  Mg    0         0         0
  5  Rb    0.648298  0.648298  0.296596
  6  Rb    0.351702  0.351702  0.703404",450.5857432776057,I4/mmm,139
"Full Formula (Li1 Ge1 B1 O4)
Reduced Formula: LiGeBO4
abc   :   4.561493   4.561493   4.756144
angles: 118.655162 118.655162  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0.5       0
  1  B     0.25      0.75      0.5
  2  O     0.154421  0.699336  0.734803
  3  O     0.580383  0.035468  0.734803
  4  O     0.964532  0.845579  0.265197
  5  O     0.300664  0.419617  0.265197
  6  Ge    0         0         0",1052.5856954777264,I-4,82
"Full Formula (Li1 Si1 B1 O4)
Reduced Formula: LiSiBO4
abc   :   4.454348   4.454348   4.669951
angles: 118.484164 118.484164  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0.5       0
  1  B     0.25      0.75      0.5
  2  O     0.14375   0.719931  0.743558
  3  O     0.599808  0.023627  0.743558
  4  O     0.976373  0.85625   0.256442
  5  O     0.280069  0.400192  0.256442
  6  Si    0         0         0",1106.5856911900298,I-4,82
"Full Formula (Al2 P2)
Reduced Formula: AlP
abc   :   3.885548   3.885548   6.381572
angles:  90.000000  90.000000 120.000000
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.333333  0.666667  6.4e-05
  1  Al    0.666667  0.333333  0.500064
  2  P     0.333333  0.666667  0.374936
  3  P     0.666667  0.333333  0.874936",418.58574581846324,P6_3mc,186
"Full Formula (Al2 As2)
Reduced Formula: AlAs
abc   :   4.045529   4.045529   6.649241
angles:  90.000000  90.000000 120.000000
Sites (4)
  #  SP           a         b        c
---  ----  --------  --------  -------
  0  Al    0.333333  0.666667  0.00076
  1  Al    0.666667  0.333333  0.50076
  2  As    0.333333  0.666667  0.37524
  3  As    0.666667  0.333333  0.87524",366.5857499473565,P6_3mc,186
"Full Formula (Ga2 P2)
Reduced Formula: GaP
abc   :   3.880357   3.880357   6.395361
angles:  90.000000  90.000000 120.000000
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.666667  0.333333  0.874061
  1  P     0.333333  0.666667  0.374061
  2  Ga    0.666667  0.333333  0.499939
  3  Ga    0.333333  0.666667  0.999939",376.58574915333855,P6_3mc,186
"Full Formula (Zn2 Te2)
Reduced Formula: ZnTe
abc   :   4.365489   4.365489   7.179232
angles:  90.000000  90.000000 120.000000
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Zn    0.333333  0.666667  0.000482
  1  Zn    0.666667  0.333333  0.500482
  2  Te    0.333333  0.666667  0.374518
  3  Te    0.666667  0.333333  0.874518",179.58576479549168,P6_3mc,186
"Full Formula (K2 Zr1 B2 O6)
Reduced Formula: K2Zr(BO3)2
abc   :   6.738691   6.738691   6.738691
angles:  46.796821  46.796821  46.796821
Sites (11)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  B     0.597299  0.597299  0.597299
  1  B     0.402701  0.402701  0.402701
  2  O     0.74624   0.297327  0.74624
  3  O     0.25376   0.25376   0.702673
  4  O     0.702673  0.25376   0.25376
  5  O     0.25376   0.702673  0.25376
  6  O     0.74624   0.74624   0.297327
  7  O     0.297327  0.74624   0.74624
  8  K     0.789583  0.789583  0.789583
  9  K     0.210417  0.210417  0.210417
 10  Zr    0         0         0",1376.5856697515458,R-3m,166
"Full Formula (Cd1 Sb2 O6)
Reduced Formula: Cd(SbO3)2
abc   :   5.326472   5.326472   4.925318
angles:  90.000000  90.000000 120.000000
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.366596  0.366596  0.723282
  1  O     0.633404  0         0.723282
  2  O     0         0.633404  0.723282
  3  O     0.366596  0         0.276718
  4  O     0         0.366596  0.276718
  5  O     0.633404  0.633404  0.276718
  6  Cd    0         0         0
  7  Sb    0.333333  0.666667  0.5
  8  Sb    0.666667  0.333333  0.5",656.5857269208365,P-31m,162
"Full Formula (K4 Ge2 As4)
Reduced Formula: K2GeAs2
abc   :   6.672097   7.097882   8.335956
angles: 115.197447 113.590675  90.000000
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.642109  0.307795  0.284218
  1  K     0.357891  0.692205  0.715782
  2  K     0.857891  0.023577  0.715782
  3  K     0.142109  0.976423  0.284218
  4  Ge    0.25      0.5       0
  5  Ge    0.75      0.5       0
  6  As    0.896158  0.566849  0.792317
  7  As    0.103842  0.433151  0.207683
  8  As    0.603842  0.774532  0.207683
  9  As    0.396158  0.225468  0.792317",262.5857582051429,Ibam,72
"Full Formula (Rb4 Sn2 As4)
Reduced Formula: Rb2SnAs2
abc   :   7.066193   7.600973   8.797948
angles: 115.592913 113.677107  90.000000
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  As    0.396542  0.21632   0.793083
  1  As    0.103458  0.423236  0.206917
  2  As    0.603458  0.78368   0.206917
  3  As    0.896542  0.576764  0.793083
  4  Rb    0.855529  0.015552  0.711057
  5  Rb    0.644471  0.304494  0.288943
  6  Rb    0.144471  0.984448  0.288943
  7  Rb    0.355529  0.695506  0.711057
  8  Sn    0.25      0.5       0
  9  Sn    0.75      0.5       0",217.5857617782236,Ibam,72
"Full Formula (Cs4 Si2 P4)
Reduced Formula: Cs2SiP2
abc   :   6.231145   7.677011   8.719506
angles: 116.117955 110.935126  90.000000
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Si    0.75      0.5       0
  1  Si    0.25      0.5       0
  2  P     0.587236  0.734515  0.174472
  3  P     0.912764  0.560043  0.825528
  4  P     0.087236  0.439957  0.174472
  5  P     0.412764  0.265485  0.825528
  6  Cs    0.146331  0.974455  0.292663
  7  Cs    0.853669  0.025545  0.707337
  8  Cs    0.353669  0.681792  0.707337
  9  Cs    0.646331  0.318208  0.292663",463.58574224538256,Ibam,72
"Full Formula (Cs4 Sn2 As4)
Reduced Formula: Cs2SnAs2
abc   :   7.085314   7.908875   9.160668
angles: 115.573951 112.750856  90.000000
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  As    0.401008  0.228362  0.802016
  1  As    0.598992  0.771638  0.197984
  2  As    0.098992  0.426346  0.197984
  3  As    0.901008  0.573654  0.802016
  4  Sn    0.25      0.5       0
  5  Sn    0.75      0.5       0
  6  Cs    0.145195  0.98123   0.29039
  7  Cs    0.854805  0.01877   0.70961
  8  Cs    0.354805  0.69084   0.70961
  9  Cs    0.645195  0.30916   0.29039",214.585762016429,Ibam,72
"Full Formula (Pt2 F8)
Reduced Formula: PtF4
abc   :   5.604242   5.604242   5.690485
angles: 106.279427 106.279427 115.513780
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  F     0.991497  0.763463  0.182123
  1  F     0.58134   0.809374  0.817877
  2  F     0.033596  0.305649  0.317392
  3  F     0.988257  0.716204  0.682608
  4  F     0.055649  0.283596  0.817392
  5  F     0.466204  0.238257  0.182608
  6  F     0.559374  0.83134   0.317877
  7  F     0.513463  0.241497  0.682123
  8  Pt    0.753309  0.253309  0.5
  9  Pt    0.003309  0.003309  1",657.5857268414347,Fdd2,43
"Full Formula (Cs2 Hg1 F4)
Reduced Formula: Cs2HgF4
abc   :   4.753232   4.753232   8.063903
angles: 107.140918 107.140918  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  F     0.155128  0.155128  0.310256
  1  F     0.844872  0.844872  0.689744
  2  F     0.5       0         0
  3  F     0         0.5       0
  4  Cs    0.357076  0.357076  0.714153
  5  Cs    0.642924  0.642924  0.285847
  6  Hg    0         0         0",405.017588021876,I4/mmm,139
"Full Formula (Ta2 In2 O8)
Reduced Formula: TaInO4
abc   :   4.888902   5.227747   5.881887
angles:  90.000000  90.000000  91.321836
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.259318  0.399792  0.622347
  1  O     0.740682  0.100208  0.622347
  2  O     0.740682  0.600208  0.377653
  3  O     0.259318  0.899792  0.377653
  4  O     0.21312   0.436088  0.103602
  5  O     0.78688   0.063912  0.103602
  6  O     0.78688   0.563912  0.896398
  7  O     0.21312   0.936088  0.896398
  8  In    0.5       0.25      0.324411
  9  In    0.5       0.75      0.675589
 10  Ta    0         0.25      0.829039
 11  Ta    0         0.75      0.170961",795.5857158839873,P2/c,13
"Full Formula (Rb2 Te2 Au2)
Reduced Formula: RbTeAu
abc   :   5.252154   6.005410   7.396437
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a     b         c
---  ----  ---  ----  --------
  0  Rb    0.5  0.75  0.28899
  1  Rb    0.5  0.25  0.71101
  2  Te    0    0.75  0.704828
  3  Te    0    0.25  0.295172
  4  Au    0    0     0
  5  Au    0    0.5   0",203.58576288984864,Pmma,51
"Full Formula (Rb2 Au2 S2)
Reduced Formula: RbAuS
abc   :   5.293807   5.293807   7.097935
angles:  90.000000  90.000000 100.881588
Sites (6)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  S     0.186284  0.813716  0.25       0.6
  1  S     0.813716  0.186284  0.75       0.6
  2  Rb    0.624451  0.375549  0.25       0.6
  3  Rb    0.375549  0.624451  0.75       0.6
  4  Au    0         0         0          0.6
  5  Au    0         0         0.5        0.6",335.58575240881197,Cmcm,63
"Full Formula (Rb6 S6)
Reduced Formula: RbS
abc   :   8.965605   8.965605   6.197370
angles:  90.000000  90.000000 120.000000
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  S     0.666667  0.333333  0.327145       0.6
  1  S     0.666667  0.333333  0.672855       0.6
  2  S     0.333333  0.666667  0.672855       0.6
  3  S     0.333333  0.666667  0.327145       0.6
  4  S     0         0         0.828288       0.6
  5  S     0         0         0.171712       0.6
  6  Rb    0         0.304293  0.5            0.6
  7  Rb    0.695707  0.695707  0.5            0.6
  8  Rb    0.304293  0         0.5            0.6
  9  Rb    0         0.640255  0              0.6
 10  Rb    0.359745  0.359745  0              0.6
 11  Rb    0.640255  0         0              0.6",481.5857408161503,P-62m,189
"Full Formula (Rb6 Se6)
Reduced Formula: RbSe
abc   :   9.421726   9.421726   6.365301
angles:  90.000000  90.000000 120.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Se    0.666667  0.333333  0.308052
  1  Se    0.666667  0.333333  0.691948
  2  Se    0.333333  0.666667  0.691948
  3  Se    0.333333  0.666667  0.308052
  4  Se    0         0         0.809119
  5  Se    0         0         0.190881
  6  Rb    0         0.312518  0.5
  7  Rb    0.687482  0.687482  0.5
  8  Rb    0.312518  0         0.5
  9  Rb    0         0.647429  0
 10  Rb    0.352571  0.352571  0
 11  Rb    0.647429  0         0",254.58575884035724,P-62m,189
"Full Formula (Na2 Zr2 Cu2 S6)
Reduced Formula: NaZrCuS3
abc   :   3.711647   6.811932   9.807880
angles:  90.000000  90.000000 105.809346
Sites (12)
  #  SP           a         b        c
---  ----  --------  --------  -------
  0  Na    0.750844  0.501688  0.75
  1  Na    0.249156  0.498312  0.25
  2  S     0.921974  0.843949  0.25
  3  S     0.369407  0.738814  0.93991
  4  S     0.078026  0.156051  0.75
  5  S     0.369407  0.738814  0.56009
  6  S     0.630593  0.261186  0.06009
  7  S     0.630593  0.261186  0.43991
  8  Cu    0.470337  0.940675  0.75
  9  Cu    0.529663  0.059325  0.25
 10  Zr    0         0         0.5
 11  Zr    0         0         0",313.352607426604,Cmcm,63
"Full Formula (Li1 Zn1 As1)
Reduced Formula: LiZnAs
abc   :   4.227421   4.227421   4.227421
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Li    0.25  0.25  0.25
  1  Zn    0.75  0.75  0.75
  2  As    0     0     0",357.5857506619725,F-43m,216
"Full Formula (Ca1 Sb2 O6)
Reduced Formula: Ca(SbO3)2
abc   :   5.316358   5.316358   5.112904
angles:  90.000000  90.000000 120.000000
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.368221  0.368221  0.717207
  1  O     0.631779  0         0.717207
  2  O     0         0.631779  0.717207
  3  O     0.368221  0         0.282793
  4  O     0         0.368221  0.282793
  5  O     0.631779  0.631779  0.282793
  6  Ca    0         0         0
  7  Sb    0.333333  0.666667  0.5
  8  Sb    0.666667  0.333333  0.5",657.5857268414347,P-31m,162
"Full Formula (Sr1 Sb2 O6)
Reduced Formula: Sr(SbO3)2
abc   :   5.353514   5.353514   5.463474
angles:  90.000000  90.000000 120.000000
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.377194  0.377194  0.706086
  1  O     0.622806  0         0.706086
  2  O     0         0.622806  0.706086
  3  O     0.377194  0         0.293914
  4  O     0         0.377194  0.293914
  5  O     0.622806  0.622806  0.293914
  6  Sr    0         0         0
  7  Sb    0.333333  0.666667  0.5
  8  Sb    0.666667  0.333333  0.5",652.5857272384436,P-31m,162
"Full Formula (Ba1 Sb2 O6)
Reduced Formula: Ba(SbO3)2
abc   :   5.391101   5.391101   5.871934
angles:  90.000000  90.000000 120.000000
Sites (9)
  #  SP           a         b        c
---  ----  --------  --------  -------
  0  O     0.386055  0.386055  0.69427
  1  O     0.613945  0         0.69427
  2  O     0         0.613945  0.69427
  3  O     0.386055  0         0.30573
  4  O     0         0.386055  0.30573
  5  O     0.613945  0.613945  0.30573
  6  Sb    0.666667  0.333333  0.5
  7  Sb    0.333333  0.666667  0.5
  8  Ba    0         0         0",644.585727873658,P-31m,162
"Full Formula (Li1 P1 F6)
Reduced Formula: LiPF6
abc   :   5.174183   5.174183   5.174183
angles:  58.061918  58.061918  58.061918
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0.5       0.5
  1  F     0.306057  0.783255  0.131042
  2  F     0.131042  0.306057  0.783255
  3  F     0.783255  0.131042  0.306057
  4  F     0.868958  0.693943  0.216745
  5  F     0.216745  0.868958  0.693943
  6  F     0.693943  0.216745  0.868958
  7  P     0         0         0",894.5857080232097,R-3,148
"Full Formula (Li1 As1 F6)
Reduced Formula: LiAsF6
abc   :   5.344191   5.344191   5.344191
angles:  57.517421  57.517421  57.517421
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0.5       0.5
  1  F     0.329368  0.773334  0.127485
  2  F     0.127485  0.329368  0.773334
  3  F     0.773334  0.127485  0.329368
  4  F     0.872515  0.670632  0.226666
  5  F     0.226666  0.872515  0.670632
  6  F     0.670632  0.226666  0.872515
  7  As    0         0         0",711.5857225537379,R-3,148
"Full Formula (Li1 Cu1 O2)
Reduced Formula: LiCuO2
abc   :   2.735256   3.234301   5.067755
angles:  80.988587  74.343554  64.985275
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0         0.5       0.5
  1  O     0.583965  0.085569  0.746501
  2  O     0.416035  0.914431  0.253499
  3  Cu    0         0         0",630.5857289852831,C2/m,12
"Full Formula (Ba2 Cu2 Se2 F2)
Reduced Formula: BaCuSeF
abc   :   4.263533   4.263533   9.246547
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  F     0.75  0.25  0.5
  1  F     0.25  0.75  0.5
  2  Cu    0.25  0.75  0
  3  Cu    0.75  0.25  0
  4  Se    0.75  0.75  0.151155
  5  Se    0.25  0.25  0.848845
  6  Ba    0.75  0.75  0.672423
  7  Ba    0.25  0.25  0.327577",282.39473424405037,P4/nmm,129
"Full Formula (Fe1 Si4 P4)
Reduced Formula: Fe(SiP)4
abc   :   4.886177   5.552883   6.081132
angles:  85.396491  68.388598  70.463546
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Si    0.680644  0.777804  0.216505
  1  Si    0.239179  0.338405  0.430786
  2  Si    0.344072  0.599603  0.886252
  3  Si    0.846918  0.972222  0.697562
  4  P     0.156027  0.010094  0.308404
  5  P     0.635977  0.3992    0.116576
  6  P     0.762331  0.641663  0.564826
  7  P     0.328134  0.218251  0.769629
  8  Fe    0.999918  0.001057  0.000259",504.5857389899089,P1,1
"Full Formula (K3 Au1 O1)
Reduced Formula: K3AuO
abc   :   5.318752   5.318752   5.318752
angles:  90.000000  90.000000  90.000000
Sites (5)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  O     0.5  0.5  0.5
  1  K     0    0.5  0.5
  2  K     0.5  0.5  0
  3  K     0.5  0    0.5
  4  Au    0    0    0",286.5857562994999,Pm-3m,221
"Full Formula (K2 Se2 O4 F2)
Reduced Formula: KSeO2F
abc   :   4.569794   6.171780   7.417131
angles:  90.000000 108.470625  90.000000
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.655039  0.532754  0.301187
  1  O     0.344961  0.032754  0.698813
  2  O     0.344961  0.467246  0.698813
  3  O     0.655039  0.967246  0.301187
  4  F     0.86017   0.25      0.916063
  5  F     0.13983   0.75      0.083937
  6  K     0.167248  0.25      0.325393
  7  K     0.832752  0.75      0.674607
  8  Se    0.412379  0.25      0.839987
  9  Se    0.587621  0.75      0.160013",869.7640424355068,P2_1/m,11
"Full Formula (Hf1 Ni1 Sn1)
Reduced Formula: HfNiSn
abc   :   4.323626   4.323626   4.323626
angles:  59.999996  59.999997  60.000001
Sites (3)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Hf    0     0     0            0
  1  Ni    0.25  0.25  0.25         0
  2  Sn    0.5   0.5   0.5          0",239.5857600313841,F-43m,216
"Full Formula (Zr1 Ni1 Sn1)
Reduced Formula: ZrNiSn
abc   :   4.357644   4.357644   4.357644
angles:  59.999998  59.999998  60.000003
Sites (3)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Zr    0     0     0            0
  1  Ni    0.25  0.25  0.25         0
  2  Sn    0.5   0.5   0.5          0",228.58576090480392,F-43m,216
"Full Formula (Ti1 Ni1 Sn1)
Reduced Formula: TiNiSn
abc   :   4.182552   4.182552   4.182552
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP        a     b     c    magmom
---  ----  -----  ----  ----  --------
  0  Ti     0.5   0.5   0.5          0
  1  Ni     0.75  0.75  0.75         0
  2  Sn    -0     0     0           -0",272.585757411125,F-43m,216
"Full Formula (Li2 B2 C2)
Reduced Formula: LiBC
abc   :   2.749063   2.749063   7.019742
angles:  90.000000  90.000000 120.000046
Sites (6)
  #  SP           a          b      c    magmom
---  ----  --------  ---------  -----  --------
  0  Li    0         -0          0.5         -0
  1  Li    0         -0         -0           -0
  2  B     0.666584   0.333416   0.25        -0
  3  B     0.333416   0.666584   0.75        -0
  4  C     0.666686   0.333314   0.75         0
  5  C     0.333314   0.666686   0.25         0",1204.5856834086542,P6_3/mmc,194
"Full Formula (Rb2 Li2 Se2)
Reduced Formula: RbLiSe
abc   :   4.635452   4.635452   7.606283
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  Li    0.75  0.25  0
  1  Li    0.25  0.75  0
  2  Se    0.25  0.25  0.180466
  3  Se    0.75  0.75  0.819534
  4  Rb    0.75  0.75  0.337262
  5  Rb    0.25  0.25  0.662738",346.5857515353923,P4/nmm,129
"Full Formula (Ba2 Mg1 B2 O6)
Reduced Formula: Ba2Mg(BO3)2
abc   :   6.441153   6.441153   6.441153
angles:  49.634562  49.634562  49.634562
Sites (11)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  B     0.409629  0.409629  0.409629
  1  B     0.590371  0.590371  0.590371
  2  O     0.292561  0.740285  0.740285
  3  O     0.740285  0.740285  0.292561
  4  O     0.740285  0.292561  0.740285
  5  O     0.259715  0.707439  0.259715
  6  O     0.259715  0.259715  0.707439
  7  O     0.707439  0.259715  0.259715
  8  Mg    0         0         0
  9  Ba    0.776012  0.776012  0.776012
 10  Ba    0.223988  0.223988  0.223988",1298.5856759448855,R-3m,166
"Full Formula (Cs2 Pt1 F6)
Reduced Formula: Cs2PtF6
abc   :   6.540475   6.540475   6.540475
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  F     0.213978  0.786022  0.786022       0.6
  1  F     0.213978  0.786022  0.213978       0.6
  2  F     0.786022  0.213978  0.786022       0.6
  3  F     0.786022  0.213978  0.213978       0.6
  4  F     0.786022  0.786022  0.213978       0.6
  5  F     0.213978  0.213978  0.786022       0.6
  6  Cs    0.75      0.75      0.75           0.6
  7  Cs    0.25      0.25      0.25           0.6
  8  Pt    0         0         0              0.6",584.5857326377655,Fm-3m,225
"Full Formula (K6 Se6)
Reduced Formula: KSe
abc   :   9.034952   9.034952   6.098357
angles:  90.000000  90.000000 120.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.64994   0         0
  1  K     0.35006   0.35006   0
  2  K     0         0.64994   0
  3  K     0.316367  0         0.5
  4  K     0.683633  0.683633  0.5
  5  K     0         0.316367  0.5
  6  Se    0         0         0.199713
  7  Se    0         0         0.800287
  8  Se    0.333333  0.666667  0.29924
  9  Se    0.333333  0.666667  0.70076
 10  Se    0.666667  0.333333  0.70076
 11  Se    0.666667  0.333333  0.29924",252.58575899916082,P-62m,189
